energy/J		totalEnergy/J
-4.011563814931812	-4.011563814931812
-4.011742193104998	-8.023306008036808
-4.006112048150529	-12.029418056187337
-4.017183602265915	-16.046601658453252
-3.9948658039178553	-20.041467462371106
-3.994883499324886	-24.03635096169599
-3.9946501742140956	-28.03100113591009
-3.972387858524606	-32.003388994434694
-4.023014122767973	-36.02640311720267
-4.028406550614623	-40.054809667817295
-4.017379633143738	-44.072189300961035
-4.0061377164117395	-48.07832701737277
-4.022785626087388	-52.10111264346016
-4.000506949555102	-56.101619593015265
-4.023013479390803	-60.12463307240607
-4.022797265509874	-64.14743033791595
-3.99487984961091	-68.14231018752686
-3.9892204296564393	-72.1315306171833
-3.972172296720805	-76.1037029139041
-3.9667351375037767	-80.07043805140788
-3.9835823462447273	-84.05402039765261
-3.977798265259245	-88.03181866291185
-3.977971745121382	-92.00979040803323
-3.9779698579692577	-95.98776026600248
-3.9778037634350865	-99.96556402943757
-3.9892356546658654	-103.95479968410343
-3.983599424005143	-107.93839910810858
-3.9721832931144556	-111.91058240122304
-4.000472742430469	-115.91105514365351
-4.062390801432645	-119.97344594508616
-4.017154842393206	-123.99060078747937
-4.028620979636125	-128.01922176711548
-4.039868917687137	-132.0590906848026
-4.034038007403486	-136.0931286922061
-4.0511398054746035	-140.1442684976807
-4.068011622353588	-144.2122801200343
-4.034022611416604	-148.24630273145092
-4.0229864857227655	-152.26928921717368
-4.017379633143738	-156.28666885031743
-4.034018871987726	-160.32068772230514
-3.9948432579173407	-164.3155309802225
-4.000469688841941	-168.31600066906444
-3.9890298554019847	-172.30503052446642
